sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators,normalized_prey
1161,483,0.93175,0.223375,0.465,483,0,0,0,1
1162,241,0.832,0.223,0.7055,241,0,0,0,1
1163,260,0.8885,0.161125,0.3105,260,0,0,0,1
1164,266,0.619,0.19975,0.46925,266,0,0,0,1
1165,627,0.71875,0.03375,0.66325,0,0,0,0,0
1166,572,0.50325,0.216625,0.462,518.8,23.4759,15.7,5.23259,0.906993
1167,738,0.51375,0.13325,0.27375,529.2,42.7092,59.3,11.738,0.717073
1168,506,0.96425,0.112125,0.4855,416,14.9907,26.5,6.08112,0.822134
1169,639,0.9145,0.081,0.40375,268.8,4.24264,68,0.848528,0.420657
1170,673,0.8115,0.05375,0.33525,218.2,103.803,82.6,4.24264,0.32422
1171,375,0.60075,0.023625,0.679,0,0,0,0,0
1172,550,0.8,0.079,0.63,253.1,83.0143,60,1.9799,0.460182
1173,509,0.9965,0.244,0.48625,509,0,0,0,1
1174,444,0.71425,0.112,0.5975,317.2,28.0014,34.9,0.707107,0.714414
1175,464,0.809,0.227375,0.497,464,0,0,0,1
1176,448,0.58725,0.075625,0.6265,178.3,73.1148,105.8,49.7803,0.397991
1177,687,0.607,0.173125,0.682,374.9,69.7207,76.4,49.2146,0.545706
1178,749,0.7745,0.16,0.3465,625.7,13.435,32,3.67696,0.835381
1179,385,0.868,0.1535,0.43825,385,0,0,0,1
1180,203,0.95925,0.204625,0.30475,203,0,0,0,1
1181,760,0.50525,0.2415,0.46325,513.2,7.35391,78.7,2.40416,0.675263
1182,220,0.869,0.23,0.56925,220,0,0,0,1
1183,651,0.68875,0.11,0.672,221.4,9.61665,102,25.173,0.340092
1184,635,0.706,0.190875,0.266,635,0,0,0,1
1185,331,0.749,0.102375,0.46525,312.4,14.1421,10.4,7.9196,0.943807
1186,274,0.526,0.1065,0.69075,173.6,6.22254,84.1,2.96985,0.633577
1187,647,0.522,0.2215,0.25475,647,0,0,0,1
1188,744,0.95575,0.067375,0.56975,190.7,41.1536,77,22.0617,0.256317
1189,722,0.53925,0.116375,0.49725,286.2,8.76812,120.3,0.989949,0.396399
1190,508,0.69775,0.244375,0.394,508,0,0,0,1
1191,333,0.554,0.1675,0.6675,333,0,0,0,1
1192,211,0.709,0.079375,0.403,211,0,0,0,1
1193,751,0.81775,0.244875,0.4985,734.1,23.9002,4,5.65685,0.977497
1194,370,0.92775,0.130875,0.545,370,0,0,0,1
1195,714,0.71125,0.102125,0.6405,289.1,105.359,106,1.9799,0.404902
1196,401,0.67675,0.19075,0.30425,401,0,0,0,1
1197,541,0.506,0.145875,0.60275,202,6.22254,131.1,28.1428,0.373383
1198,374,0.923,0.150125,0.55025,374,0,0,0,1
1199,345,0.93425,0.139875,0.5275,345,0,0,0,1
1200,689,0.91125,0.15075,0.64125,582,13.2936,15.5,14.8492,0.844702
1201,614,0.529,0.040875,0.6375,6.4,9.05097,12.9,18.2434,0.0104235
1202,655,0.8405,0.015625,0.30925,40.6,57.4171,16.7,23.0517,0.0619847
1203,420,0.97575,0.013375,0.576,0,0,0.4,0,0
1204,708,0.88525,0.03325,0.29875,100.9,22.7688,72.4,14.7078,0.142514
1205,565,0.5595,0.100375,0.3165,394.3,90.3682,56.3,32.3855,0.697876
1206,641,0.9115,0.189875,0.7035,533.2,75.2362,16.4,18.3848,0.831825
1207,667,0.55675,0.00375,0.7155,0,0,182.4,4.24264,0
1208,515,0.9285,0.23325,0.71675,515,0,0,0,1
1209,742,0.79025,0.01925,0.5855,0,0,0.1,0.141421,0
1210,515,0.99,0.239875,0.6835,515,0,0,0,1
1211,520,0.986,0.032625,0.53,53.5,20.2233,38.7,8.90955,0.102885
1212,671,0.53025,0.143875,0.73575,366.2,80.893,72.9,21.3546,0.545753
1213,529,0.67775,0.15125,0.603,415.5,83.0143,19.4,21.2132,0.785444
1214,514,0.82975,0.07575,0.361,352.8,14.7078,41.5,12.0208,0.686381
1215,676,0.995,0.236375,0.42575,676,0,0,0,1
1216,530,0.89,0.170375,0.653,519.6,14.7078,3.2,4.52548,0.980377
1217,247,0.8945,0.1875,0.51225,247,0,0,0,1
1218,225,0.71,0.052375,0.67975,85.9,1.27279,58.1,10.8894,0.381778
1219,645,0.985,0.023875,0.46825,0,0,0,0,0
1220,275,0.946,0.0085,0.344,0,0,6.1,0.707107,0
1221,474,0.8985,0,0.61425,0,0,473.7,0.707107,0
1222,251,0.86775,0.206875,0.34025,251,0,0,0,1
1223,590,0.75825,0.241625,0.342,590,0,0,0,1
1224,407,0.51325,0.073125,0.39075,223,50.9117,76.6,14.1421,0.547912
1225,487,0.679,0.20325,0.35775,487,0,0,0,1
1226,781,0.5545,0.072625,0.36925,242.3,21.9203,131.6,7.35391,0.310243
1227,558,0.722,0.2125,0.31075,558,0,0,0,1
1228,410,0.54725,0.246,0.61575,410,0,0,0,1
1229,309,0.566,0.0735,0.70375,160.8,44.6891,67.8,33.9411,0.520388
1230,463,0.69275,0.216,0.63225,463,0,0,0,1
1231,774,0.67375,0.024875,0.254,70.3,22.7688,77.9,0.707107,0.0908269
1232,205,0.74725,0.23925,0.52925,205,0,0,0,1
1233,332,0.556,0.18075,0.30325,332,0,0,0,1
1234,265,0.99975,0.051875,0.439,181.7,4.38406,36.9,2.68701,0.68566
1235,354,0.723,0.188125,0.7215,346.7,10.3238,2.1,2.96985,0.979379
1236,316,0.805,0.107875,0.6525,283.7,16.8291,16.5,8.6267,0.897785
1237,498,0.833,0.025,0.27175,120.3,88.6712,76.2,4.24264,0.241566
1238,250,0.671,0.13225,0.502,250,0,0,0,1
1239,221,0.6755,0.16775,0.517,221,0,0,0,1
1240,692,0.549,0.086125,0.52175,187.6,97.2979,100.9,43.982,0.271098
1241,449,0.79925,0.000625,0.407,0,0,282.1,4.10122,0
1242,318,0.582,0.247875,0.42775,318,0,0,0,1
1243,287,0.90875,0.0655,0.3585,283.8,4.52548,1.9,2.68701,0.98885
1244,699,0.65575,0.12425,0.58725,399.7,0.707107,83.7,29.2742,0.571817
1245,201,0.52425,0.09975,0.6505,181.2,5.9397,18.6,3.11127,0.901493
1246,376,0.68125,0.07025,0.74225,268.2,39.8808,53.2,8.76812,0.713298
1247,258,0.52525,0.0565,0.3425,175.9,10.8894,56.2,10.748,0.681783
1248,281,0.70625,0.129875,0.54675,281,0,0,0,1
1249,799,0.934,0.20675,0.5105,755.4,1.69706,7.3,2.40416,0.945432
1250,704,0.94175,0.053,0.357,207.7,27.5772,85.6,0.565685,0.295028
1251,344,0.72125,0.128875,0.35575,344,0,0,0,1
1252,231,0.6055,0.003875,0.56625,0,0,68.1,1.55563,0
1253,628,0.96725,0.18025,0.554,557.2,100.126,13.4,18.9505,0.887261
1254,578,0.66775,0.02025,0.3055,34.9,27.0115,31,13.5765,0.0603806
1255,223,0.81475,0.119625,0.51025,223,0,0,0,1
1256,482,0.581,0.23825,0.3315,482,0,0,0,1
1257,512,0.6535,0.060375,0.28225,276.4,39.8808,73.3,7.21249,0.539844
1258,626,0.79425,0.207375,0.49475,622.3,5.23259,1.3,1.83848,0.994089
1259,540,0.86575,0.037125,0.72575,0,0,0,0,0
1260,637,0.80875,0.1225,0.515,392.8,19.2333,68,3.9598,0.616641
1261,642,0.63225,0.2495,0.652,632,14.1421,4.5,6.36396,0.984424
1262,533,0.886,0.13425,0.6085,401.3,105.076,43,38.1838,0.752908
1263,569,0.82675,0.20725,0.319,569,0,0,0,1
1264,383,0.5745,0.05925,0.4435,168.7,13.1522,96.3,4.6669,0.44047
1265,530,0.73625,0.247125,0.29575,530,0,0,0,1
1266,468,0.81875,0.22625,0.531,468,0,0,0,1
1267,592,0.92,0.03675,0.61,21.6,30.547,11.3,15.9806,0.0364865
1268,372,0.73425,0.22025,0.35875,372,0,0,0,1
1269,397,0.6395,0.15975,0.53075,397,0,0,0,1
1270,404,0.849,0.075,0.711,167.5,38.608,71.3,9.19239,0.414604
1271,484,0.5575,0.215,0.55875,470.8,18.6676,4.3,6.08112,0.972727
1272,725,0.72925,0.092875,0.734,354.3,0.424264,75.3,49.6389,0.48869
1273,655,0.682,0.1895,0.4685,621.7,16.5463,9.3,4.6669,0.94916
1274,764,0.9275,0.140375,0.64,472,171.403,59,30.2642,0.617801
1275,623,0.5075,0.01875,0.613,0,0,0.1,0.141421,0
1276,242,0.53575,0.046625,0.6385,40.6,27.1529,53.6,0.282843,0.167769
1277,739,0.7825,0.191875,0.605,610.2,31.9612,19.3,7.21249,0.82571
1278,274,0.68475,0.161375,0.696,274,0,0,0,1
1279,495,0.7305,0.012375,0.276,4.2,5.9397,22.2,30.547,0.00848485
1280,650,0.816,0.234375,0.479,650,0,0,0,1
1281,342,0.72575,0.00875,0.36525,1.4,1.9799,19.1,6.92965,0.00409357
1282,289,0.78,0.177,0.71225,289,0,0,0,1
1283,525,0.794,0.113625,0.468,425.3,52.1845,26.8,18.1019,0.810095
1284,522,0.81175,0.249125,0.44725,522,0,0,0,1
1285,520,0.7155,0.128375,0.48575,407.3,26.7286,40.8,7.35391,0.783269
1286,634,0.77325,0.053625,0.72175,77.3,84.1457,16.3,0.989949,0.121924
1287,476,0.895,0.024625,0.65825,0,0,0,0,0
1288,375,0.79825,0.045375,0.489,88,12.7279,72.7,3.81838,0.234667
1289,381,0.98925,0.184125,0.29725,381,0,0,0,1
1290,298,0.6355,0.150875,0.7365,298,0,0,0,1
1291,596,0.85325,0.101625,0.526,311.8,68.1651,51.2,5.37401,0.523154
1292,254,0.6105,0.126,0.27475,254,0,0,0,1
1293,588,0.9595,0.115875,0.5885,308.5,75.6604,56.8,31.3955,0.52466
1294,249,0.72475,0.121,0.5495,249,0,0,0,1
1295,514,0.62375,0.0035,0.481,0,0,108.4,2.26274,0
1296,240,0.86075,0.098625,0.49675,240,0,0,0,1
1297,357,0.87975,0.140625,0.3975,357,0,0,0,1
1298,285,0.9765,0.180625,0.72975,285,0,0,0,1
1299,795,0.9835,0.176875,0.405,740.2,29.4156,9.3,3.53553,0.931069
1300,301,0.88675,0.090125,0.5415,273.7,25.3144,14.4,11.5966,0.909302
1301,365,0.9515,0.218125,0.4915,365,0,0,0,1
1302,373,0.7145,0.2465,0.51625,373,0,0,0,1
1303,685,0.65275,0.033375,0.52,0.2,0.282843,0.4,0.565685,0.000291971
1304,617,0.90675,0.017125,0.52625,0,0,0.3,0.141421,0
1305,625,0.8335,0.154875,0.324,623,2.82843,0.2,0.282843,0.9968
1306,394,0.90375,0.110375,0.6875,369,11.0309,7.9,1.27279,0.936548
1307,721,0.66875,0.125625,0.5325,254.9,17.3948,99.7,23.3345,0.353537
1308,241,0.8455,0.202375,0.44375,241,0,0,0,1
1309,768,0.704,0.025125,0.366,14.9,6.08112,36.9,18.5262,0.019401
1310,376,0.5685,0.0835,0.35675,266.2,62.5082,53,24.3245,0.707979
1311,386,0.681,0.086875,0.2835,386,0,0,0,1
1312,261,0.89525,0.000375,0.616,0,0,265.2,10.1823,0
1313,393,0.65225,0.027,0.73175,0,0,0,0,0
1314,320,0.7175,0.02925,0.51325,25.4,18.1019,30.3,12.5865,0.079375
1315,262,0.7635,0.094625,0.37525,262,0,0,0,1
1316,291,0.98525,0.159625,0.58825,291,0,0,0,1
1317,601,0.78825,0.037375,0.2605,164.6,22.6274,86.5,1.27279,0.273877
1318,322,0.61725,0.21725,0.30025,322,0,0,0,1
1319,212,0.7585,0.07325,0.70575,137.9,4.6669,43.2,5.65685,0.650472
1320,732,0.8705,0.2195,0.564,702.3,42.0021,4.6,6.50538,0.959426
1321,796,0.55275,0.183875,0.58275,353.9,111.016,117.9,31.2541,0.444598
1322,338,0.874,0.2095,0.38275,338,0,0,0,1
1323,327,0.94425,0.221375,0.289,327,0,0,0,1
1324,489,0.75625,0.241375,0.626,489,0,0,0,1
1325,355,0.89775,0.107125,0.61025,320.9,48.2247,13.3,18.809,0.903944
1326,679,0.53525,0.05775,0.657,11.1,5.79828,30.9,5.23259,0.0163476
1327,335,0.64025,0.1985,0.29625,335,0,0,0,1
1328,497,0.7005,0.134875,0.614,387.6,12.4451,32,1.9799,0.779879
1329,499,0.93825,0.0145,0.45075,0,0,0.5,0.141421,0
1330,354,0.97425,0.087375,0.55625,282.3,13.435,18.3,3.81838,0.797458
1331,412,0.6115,0.1265,0.37025,412,0,0,0,1
1332,632,0.70875,0.222875,0.5895,536.7,42.8507,19.2,8.20244,0.849209
1333,519,0.8815,0.055875,0.67625,123.1,1.55563,37.6,1.13137,0.237187
1334,388,0.6255,0.2225,0.73975,388,0,0,0,1
1335,701,0.979,0.185625,0.527,614.7,12.8693,13.2,5.09117,0.87689
1336,717,0.8755,0.194375,0.4505,697,28.2843,3.9,5.51543,0.972106
1337,762,0.80575,0.04075,0.3185,168.5,64.0639,88.9,8.90955,0.221129
1338,443,0.59425,0.094875,0.31025,390.5,4.10122,21.2,2.82843,0.88149
1339,698,0.93575,0.061875,0.3825,250.8,31.6784,64.9,13.1522,0.359312
1340,614,0.55225,0.067875,0.7045,175.4,14.9907,73.1,1.55563,0.285668
1341,571,0.7895,0.064625,0.4305,239.6,85.7013,61.8,5.09117,0.419615
1342,467,0.98825,0.119375,0.36725,467,0,0,0,1
1343,696,0.879,0.058875,0.424,294.9,107.904,83.5,10.0409,0.423707
1344,494,0.59825,0.181875,0.611,393.4,49.2146,33,20.6475,0.796356
1345,527,0.57575,0.100125,0.28125,421.5,20.7889,32,3.39411,0.79981
1346,649,0.575,0.00425,0.53975,0,0,101.8,3.9598,0
1347,277,0.672,0.002375,0.28725,0,0,93.9,0.424264,0
1348,794,0.91875,0.1145,0.5085,471.2,20.0818,48.1,2.40416,0.593451
1349,793,0.83475,0.032,0.3125,88.4,21.7789,88.2,28.85,0.111475
1350,688,0.795,0.0395,0.45975,130.6,48.6489,43.1,3.25269,0.189826
1351,560,0.67875,0.064375,0.67825,205.1,39.1737,34.7,22.2032,0.36625
1352,336,0.63675,0.057375,0.504,106.7,35.4968,86.4,39.598,0.31756
1353,523,0.595,0.1815,0.733,404.4,52.8916,46.4,20.0818,0.773231
1354,735,0.50925,0.242,0.28525,735,0,0,0,1
1355,524,0.878,0.089125,0.66275,199.4,16.4049,62.5,2.68701,0.380534
1356,491,0.843,0.106,0.52125,373,7.63675,29.5,12.3037,0.759674
1357,214,0.86325,0.13925,0.49625,214,0,0,0,1
1358,714,0.768,0.01275,0.46175,0,0,0.9,0.424264,0
1359,316,0.752,0.237625,0.70825,316,0,0,0,1
1360,734,0.59225,0.131375,0.557,353.2,119.925,128.3,32.3855,0.481199
1361,509,0.99425,0.001875,0.46625,0,0,138.9,4.94975,0
1362,263,0.93125,0.238625,0.299,263,0,0,0,1
1363,253,0.73975,0.13675,0.6195,253,0,0,0,1
1364,797,0.913,0.091625,0.42725,299.1,85.8428,80.3,5.23259,0.375282
1365,222,0.54,0.162875,0.59675,222,0,0,0,1
1366,500,0.95425,0.132625,0.50875,489.1,15.4149,2.9,4.10122,0.9782
1367,545,0.70725,0.21475,0.46275,545,0,0,0,1
1368,377,0.6365,0.063875,0.33625,216.3,0.989949,74.4,9.05097,0.57374
1369,448,0.96575,0.1785,0.52825,448,0,0,0,1
1370,665,0.7665,0.232,0.3715,665,0,0,0,1
1371,332,0.97525,0.0555,0.288,323.7,3.53553,4.2,0.565685,0.975
1372,475,0.66725,0.186875,0.56875,425.9,12.3037,23.9,7.49533,0.896632
1373,683,0.64,0.227,0.393,679,5.65685,1.2,1.69706,0.994143
1374,741,0.8545,0.24475,0.7295,719.7,4.10122,7.3,2.12132,0.971255
1375,618,0.5015,0.0535,0.33825,177.6,49.7803,133.1,12.0208,0.287379
1376,630,0.64375,0.007,0.329,0,0,19.9,3.53553,0
1377,242,0.60275,0.08275,0.7265,142.4,0,58,1.9799,0.58843
1378,545,0.67025,0.11975,0.3775,435.3,18.2434,40.4,6.50538,0.798716
1379,407,0.69175,0.1185,0.25175,407,0,0,0,1
1380,778,0.686,0.171375,0.7115,602.5,11.1723,61,3.39411,0.774422
1381,571,0.6935,0.1135,0.27,568.3,3.81838,1.2,1.69706,0.995271
1382,713,0.7255,0.2155,0.6295,536.1,44.2649,42.8,3.39411,0.751893
1383,308,0.697,0.19425,0.3555,308,0,0,0,1
1384,636,0.5655,0.138875,0.398,437,19.2333,54,14.425,0.687107
1385,664,0.57725,0.177875,0.3255,647.4,23.4759,3.3,4.6669,0.975
1386,665,0.87075,0.131625,0.28375,665,0,0,0,1
1387,493,0.50175,0.172625,0.40675,482.1,15.4149,5.4,7.63675,0.97789
1388,539,0.523,0.051375,0.5005,154,7.07107,69.3,4.94975,0.285714
1389,538,0.7645,0.189625,0.42475,538,0,0,0,1
1390,526,0.78925,0.03,0.5745,4.8,6.78823,5.3,7.49533,0.00912548
1391,319,0.78575,0.111375,0.58375,315.8,4.52548,1.2,1.69706,0.989969
1392,369,0.96875,0.0155,0.5805,0,0,0.4,0,0
1393,644,0.9585,0.164,0.69025,444.2,5.65685,27.8,7.9196,0.689752
1394,480,0.60825,0.04875,0.662,47.4,47.2347,27.8,21.7789,0.09875
1395,416,0.803,0.107,0.71475,283.9,54.1644,36.8,5.37401,0.682452
1396,586,0.91325,0.169125,0.54375,575.9,14.2836,3,4.24264,0.982765
1397,275,0.8715,0.145625,0.5095,275,0,0,0,1
1398,515,0.68175,0.039875,0.34725,141.5,21.0718,98.2,1.9799,0.274757
1399,734,0.70475,0.15175,0.60475,294.1,9.47523,90.9,2.40416,0.400681
1400,555,0.785,0.07975,0.5615,232.5,61.2354,88.9,0.989949,0.418919
1401,794,0.6895,0.213125,0.381,794,0,0,0,1
1402,575,0.67975,0.2185,0.4455,575,0,0,0,1
1403,439,0.594,0.119875,0.648,226.4,34.5068,94.4,31.1127,0.515718
1404,438,0.5615,0.19675,0.421,438,0,0,0,1
1405,661,0.55,0.155125,0.5145,357.7,61.5183,105.9,21.9203,0.54115
1406,593,0.85975,0.012,0.57225,0,0,2.2,0.282843,0
1407,256,0.81425,0.20125,0.5535,256,0,0,0,1
1408,506,0.79775,0.184625,0.291,506,0,0,0,1
1409,581,0.91225,0.225125,0.61675,581,0,0,0,1
1410,228,0.56975,0.142,0.7455,228,0,0,0,1
1411,209,0.9195,0.03625,0.5225,76.7,2.96985,67.6,4.80833,0.366986
1412,414,0.746,0.1395,0.49125,414,0,0,0,1
1413,294,0.8595,0.1625,0.32425,294,0,0,0,1
1414,632,0.994,0.2305,0.53875,632,0,0,0,1
1415,702,0.6745,0.043125,0.45325,151.3,155.988,81.7,45.1134,0.215527
1416,495,0.98625,0.122,0.49825,437.1,43.1335,10.4,7.9196,0.88303
1417,740,0.50425,0.054375,0.695,1.3,1.83848,4.5,6.36396,0.00175676
1418,314,0.8095,0.14675,0.58025,314,0,0,0,1
1419,420,0.83375,0.036,0.312,138.2,21.2132,70.3,7.21249,0.329048
1420,512,0.59525,0.217625,0.4385,512,0,0,0,1
1421,473,0.53475,0.182625,0.50275,436,2.82843,19.3,0.141421,0.921776
1422,363,0.901,0.24525,0.3875,363,0,0,0,1
1423,257,0.86925,0.23875,0.582,257,0,0,0,1
1424,787,0.508,0.118,0.26525,479.5,60.6698,79.5,4.94975,0.609276
1425,457,0.6705,0.076,0.4875,150.5,12.5865,101.9,5.51543,0.329322
1426,200,0.798,0.008,0.52075,0,0,6.6,1.9799,0
1427,674,0.74,0.196,0.59425,559.1,57.5585,36.9,23.0517,0.829525
1428,593,0.93275,0.093375,0.58,230.7,82.7315,74.2,20.6475,0.389039
1429,407,0.603,0.121125,0.29825,407,0,0,0,1
1430,668,0.94525,0.056625,0.63475,168.6,59.6798,69.3,16.8291,0.252395
1431,428,0.702,0.22225,0.50075,428,0,0,0,1
1432,580,0.92425,0.164375,0.56475,460.7,15.9806,22.1,0.424264,0.79431
1433,237,0.77275,0.104,0.55475,237,0,0,0,1
1434,450,0.7345,0.066125,0.6135,140.8,54.023,67,23.1931,0.312889
1435,594,0.82625,0.033,0.746,0,0,0,0,0
1436,759,0.528,0.211875,0.55125,387.3,23.3345,110.2,9.33381,0.510277
1437,599,0.77525,0.09275,0.28275,473.1,4.10122,32.2,1.69706,0.789816
1438,381,0.8695,0.040125,0.43725,122.7,17.6777,59.1,0.989949,0.322047
1439,746,0.55925,0.078375,0.34575,238.1,77.6403,116.4,22.6274,0.319169
1440,531,0.5445,0.076875,0.37325,212.4,43.2749,102.5,12.3037,0.4
1441,488,0.9865,0.0005,0.268,0,0,201.9,1.83848,0
1442,733,0.524,0.065125,0.579,228.3,198.98,91.1,21.3546,0.31146
1443,770,0.99325,0.11725,0.29175,751.5,15.6978,3.8,2.82843,0.975974
1444,798,0.75975,0.006625,0.6425,0,0,27.5,0.141421,0
1445,278,0.67725,0.1905,0.491,278,0,0,0,1
1446,542,0.713,0.0275,0.43225,19.4,22.0617,47.5,45.1134,0.0357934
1447,268,0.70675,0.22725,0.55975,268,0,0,0,1
1448,737,0.80175,0.159,0.28925,737,0,0,0,1
1449,618,0.56075,0.1945,0.42125,557.2,41.8607,21,14.7078,0.901618
1450,656,0.71625,0.13875,0.532,400.4,38.7495,56.8,29.9813,0.610366
1451,314,0.602,0.24075,0.54125,314,0,0,0,1
1452,708,0.5495,0.055125,0.376,155.2,57.1342,113.6,51.4774,0.219209
1453,653,0.774,0.042375,0.53175,164,1.9799,46.6,7.9196,0.251149
1454,309,0.578,0.209625,0.37075,309,0,0,0,1
1455,456,0.90625,0.19025,0.48375,456,0,0,0,1
1456,798,0.56,0.235125,0.351,786,16.9706,3.4,4.80833,0.984962
1457,719,0.9365,0.21425,0.51475,698.5,8.90955,3.9,4.38406,0.971488
1458,772,0.71075,0.01225,0.5155,0,0,1.4,0.848528,0
1459,530,0.5895,0.033625,0.63175,0,0,0,0,0
1460,389,0.88,0.05475,0.55575,135.3,25.5973,69.2,26.3044,0.347815
1461,582,0.932,0.2375,0.3395,582,0,0,0,1
1462,206,0.56275,0.1975,0.71075,206,0,0,0,1
1463,711,0.882,0.015375,0.5365,0,0,0.2,0,0
1464,776,0.74075,0.07625,0.642,258.7,39.1737,63,13.5765,0.333376
1465,502,0.9405,0.24025,0.419,502,0,0,0,1
1466,643,0.865,0.087125,0.52725,327.3,162.493,48.2,4.80833,0.50902
1467,733,0.66375,0.11825,0.57425,312.6,14.9907,100.5,5.23259,0.426467
1468,445,0.53725,0.21875,0.4495,445,0,0,0,1
1469,310,0.66075,0.24725,0.64225,310,0,0,0,1
1470,520,0.984,0.187625,0.68925,520,0,0,0,1
1471,623,0.55525,0.188875,0.28425,623,0,0,0,1
1472,619,0.76175,0.245125,0.74375,619,0,0,0,1
1473,793,0.6635,0.222625,0.345,793,0,0,0,1
1474,622,0.95375,0.243875,0.74,613.6,11.8794,2.4,3.39411,0.986495
1475,444,0.782,0.01075,0.459,0,0,3,0.282843,0
1476,746,0.5975,0.04125,0.2965,161.4,1.13137,130.1,20.7889,0.216354
1477,730,0.97075,0.0095,0.317,0,0,3,0.282843,0
1478,760,0.69625,0.02775,0.4625,1,1.41421,16.6,23.4759,0.00131579
1479,746,0.738,0.2005,0.448,669.3,45.6791,18,11.8794,0.897185
1480,467,0.883,0.0485,0.74125,54.5,73.1148,23.9,26.4458,0.116702
1481,367,0.97675,0.245875,0.3915,367,0,0,0,1
1482,680,0.855,0.1555,0.72375,480.8,61.094,38.1,6.92965,0.707059
1483,727,0.7655,0.102625,0.5125,193.8,20.3647,93,13.0108,0.266575
1484,293,0.636,0.171875,0.50475,293,0,0,0,1
1485,531,0.60475,0.201875,0.47075,523.4,10.748,3.4,4.80833,0.985687
1486,458,0.71975,0.074625,0.301,321.6,37.9009,45.5,10.6066,0.702183
1487,658,0.97375,0.15625,0.474,608.2,59.6798,9.9,9.19239,0.924316
1488,418,0.52675,0.24675,0.3045,418,0,0,0,1
1489,439,0.55875,0.237125,0.38425,439,0,0,0,1
1490,647,0.81975,0.1685,0.39625,618.7,2.12132,5.1,1.27279,0.95626
1491,341,0.60025,0.015125,0.48025,0,0,0.5,0.424264,0
1492,346,0.56525,0.187,0.6555,334.9,15.6978,6.5,9.19239,0.967919
1493,796,0.58775,0.008625,0.4185,0,0,11.6,2.82843,0
1494,470,0.64175,0.022125,0.6145,0,0,0,0,0
1495,688,0.5425,0.229875,0.6045,561.5,0.424264,51.9,4.10122,0.816134
1496,588,0.58625,0.008125,0.40975,0,0,12.5,2.12132,0
1497,398,0.988,0.16275,0.65575,395,4.24264,1.5,2.12132,0.992462
1498,566,0.62,0.15675,0.71775,330.5,223.304,46.7,38.8909,0.583922
1499,323,0.5465,0.1435,0.37925,323,0,0,0,1
1500,561,0.57875,0.166,0.6935,392.8,65.6195,49.7,13.1522,0.700178
1501,644,0.5735,0.133625,0.45475,400.7,19.0919,78,8.76812,0.622205
1502,467,0.561,0.219,0.392,467,0,0,0,1
1503,787,0.6685,0.210875,0.2585,787,0,0,0,1
1504,618,0.7925,0.241125,0.443,618,0,0,0,1
1505,460,0.914,0.056375,0.74025,130.6,24.0416,27.4,3.67696,0.283913
1506,767,0.85225,0.212875,0.36475,767,0,0,0,1
1507,541,0.62025,0.031375,0.7425,0,0,0,0,0
1508,330,0.65125,0.158625,0.41875,330,0,0,0,1
1509,627,0.61775,0.13475,0.735,348.9,88.3883,56.4,15.2735,0.556459
1510,766,0.7275,0.1645,0.39925,547.6,42.9921,40.7,15.4149,0.714883
1511,409,0.98125,0.1845,0.363,409,0,0,0,1
1512,628,0.893,0.154375,0.4445,542.2,87.6812,21.8,20.9304,0.863376
1513,704,0.6735,0.17675,0.59775,453.4,51.4774,53,20.3647,0.644034
1514,721,0.657,0.232625,0.37225,721,0,0,0,1
1515,485,0.86675,0.06775,0.36025,305.3,64.3467,57.7,28.1428,0.629485
1516,744,0.99025,0.097875,0.3925,449.8,7.35391,38.6,9.61665,0.60457
1517,528,0.60725,0.09775,0.331,361.1,74.8119,54.5,13.1522,0.683902
1518,660,0.59025,0.162,0.68275,242.7,32.6683,121.1,3.81838,0.367727
1519,607,0.6805,0.191,0.5635,531.3,54.1644,18.6,18.3848,0.875288
1520,745,0.7945,0.147,0.66425,561.2,24.8902,24.4,4.52548,0.753289
1521,653,0.535,0.16425,0.50125,417.5,10.6066,82,24.8902,0.639357
1522,707,0.59725,0.130625,0.4125,445.8,65.6195,59.8,29.4156,0.630552
1523,547,0.573,0.175,0.68025,291.9,15.1321,67.9,0.707107,0.533638
1524,341,0.836,0.087,0.659,245.7,19.0919,39.2,8.20244,0.720528
1525,571,0.6415,0.067625,0.451,184.8,22.3446,107.2,24.8902,0.323643
1526,662,0.8345,0.165125,0.36375,662,0,0,0,1
1527,462,0.69525,0.105875,0.533,316.9,21.3546,42.2,1.9799,0.685931
1528,788,0.9945,0.24825,0.61325,731,20.0818,9.5,0.707107,0.927665
1529,595,0.68775,0.18125,0.34825,595,0,0,0,1
1530,596,0.82325,0.043375,0.52325,68.5,40.5879,69.4,7.35391,0.114933
1531,766,0.6405,0.237375,0.395,751,21.2132,4.5,6.36396,0.980418
1532,726,0.975,0.13575,0.63625,622.5,58.407,11.6,9.61665,0.857438
1533,552,0.99525,0.114875,0.61975,493.6,13.8593,11.3,4.6669,0.894203
1534,323,0.9535,0.120375,0.58625,323,0,0,0,1
1535,259,0.51975,0.127625,0.2565,259,0,0,0,1
1536,716,0.93975,0.15825,0.27225,716,0,0,0,1
1537,449,0.5055,0.062625,0.337,200.5,0.424264,110.7,0.424264,0.446548
1538,502,0.5415,0.187375,0.7235,397.6,62.7911,54.8,31.6784,0.792032
1539,768,0.73375,0.163125,0.27675,768,0,0,0,1
1540,493,0.633,0.15775,0.61275,340.3,53.3159,53.4,11.3137,0.690264
1541,404,0.7165,0.2385,0.58325,404,0,0,0,1
